land;wahlkreis;gruppe;erststimmen;zweitstimmen
6;174;V-Partei³;-;218
6;175;Wahlberechtigte;179307;-
6;175;Wähler;138191;-
6;175;Ungültige;2329;2169
6;175;Gültige;135862;136022
6;175;CDU;49475;43147
6;175;SPD;38461;32068
6;175;GRÜNE;7346;9614
6;175;DIE LINKE;8007;8938
6;175;AfD;20171;20921
6;175;FDP;8326;14148
6;175;PIRATEN;-;549
6;175;NPD;1212;1248
6;175;FREIE WÄHLER;2864;1591
6;175;Die PARTEI;-;1140
6;175;BüSo;-;40
6;175;MLPD;-;37
6;175;BGE;-;208
6;175;DKP;-;22
6;175;DM;-;223
6;175;ÖDP;-;248
6;175;Tierschutzpartei;-;1671
6;175;V-Partei³;-;209
6;176;Wahlberechtigte;181516;-
6;176;Wähler;146314;-
6;176;Ungültige;2055;1705
6;176;Gültige;144259;144609
6;176;CDU;57579;48436
6;176;SPD;33201;28947
6;176;GRÜNE;12884;14074
6;176;DIE LINKE;8556;9562
6;176;AfD;15075;16132
6;176;FDP;14953;21713
6;176;PIRATEN;-;476
6;176;NPD;-;388
6;176;FREIE WÄHLER;2011;1090
6;176;Die PARTEI;-;1079
6;176;BüSo;-;26
6;176;MLPD;-;31
6;176;BGE;-;238
6;176;DKP;-;24
6;176;DM;-;202
6;176;ÖDP;-;218
6;176;Tierschutzpartei;-;1751
6;176;V-Partei³;-;222
6;177;Wahlberechtigte;176435;-
6;177;Wähler;138853;-
6;177;Ungültige;1932;1633
6;177;Gültige;136921;137220
6;177;CDU;49891;43951
6;177;SPD;39773;31152
6;177;GRÜNE;11368;13002
6;177;DIE LINKE;6719;9249
6;177;AfD;14987;15895
6;177;FDP;11047;17462
6;177;PIRATEN;-;544
6;177;NPD;719;811
6;177;FREIE WÄHLER;2417;1299
6;177;Die PARTEI;-;1199
6;177;BüSo;-;27
6;177;MLPD;-;24
6;177;BGE;-;233
6;177;DKP;-;23
6;177;DM;-;249
6;177;ÖDP;-;229
6;177;Tierschutzpartei;-;1632
6;177;V-Partei³;-;239
6;178;Wahlberechtigte;220341;-
6;178;Wähler;173638;-
6;178;Ungültige;2300;2017
6;178;Gültige;171338;171621
6;178;CDU;71558;59347
6;178;SPD;43435;35534
6;178;GRÜNE;12009;15273
6;178;DIE LINKE;9394;11141
6;178;AfD;17439;20364
6;178;FDP;13053;22681
6;178;PIRATEN;-;556
6;178;NPD;-;442
6;178;FREIE WÄHLER;4450;1793
6;178;Die PARTEI;-;1447
6;178;BüSo;-;29
6;178;MLPD;-;41
6;178;BGE;-;316
6;178;DKP;-;33
6;178;DM;-;265
6;178;ÖDP;-;238
6;178;Tierschutzpartei;-;1827
6;178;V-Partei³;-;294
6;179;Wahlberechtigte;189372;-
6;179;Wähler;139772;-
6;179;Ungültige;1808;1546
6;179;Gültige;137964;138226
6;179;CDU;47309;40020
6;179;SPD;39393;29250
6;179;GRÜNE;12323;16286
6;179;DIE LINKE;10557;13160
6;179;AfD;14418;15496
6;179;FDP;9693;18396
6;179;PIRATEN;841;577
6;179;NPD;-;222
6;179;FREIE WÄHLER;1467;943
6;179;Die PARTEI;1963;1361
6;179;BüSo;-;54
6;179;MLPD;-;75
6;179;BGE;-;341
6;179;DKP;-;26
6;179;DM;-;273
6;179;ÖDP;-;300
6;179;Tierschutzpartei;-;1194
6;179;V-Partei³;-;252
6;180;Wahlberechtigte;177469;-
6;180;Wähler;134207;-
6;180;Ungültige;2148;1887
6;180;Gültige;132059;132320
6;180;CDU;46656;39125
6;180;SPD;40185;31150
6;180;GRÜNE;8054;11344
6;180;DIE LINKE;7716;10007
6;180;AfD;16909;18625
6;180;FDP;8417;15185
6;180;PIRATEN;-;568
6;180;NPD;539;636
6;180;FREIE WÄHLER;1678;1024
6;180;Die PARTEI;1905;1237
6;180;BüSo;-;32
6;180;MLPD;-;58
6;180;BGE;-;232
6;180;DKP;-;72
6;180;DM;-;515
6;180;ÖDP;-;239
6;180;Tierschutzpartei;-;2007
6;180;V-Partei³;-;264
6;181;Wahlberechtigte;197291;-
6;181;Wähler;160646;-
6;181;Ungültige;2120;1786
6;181;Gültige;158526;158860
6;181;CDU;66490;54905
6;181;SPD;34529;28789
6;181;GRÜNE;14458;16752
6;181;DIE LINKE;7886;9503
6;181;AfD;15319;16395
6;181;FDP;17224;26570
6;181;PIRATEN;-;561
6;181;NPD;-;337
6;181;FREIE WÄHLER;2620;1292
6;181;Die PARTEI;-;1168
6;181;BüSo;-;31
6;181;MLPD;-;33
6;181;BGE;-;215
6;181;DKP;-;24
6;181;DM;-;222
6;181;ÖDP;-;340
6;181;Tierschutzpartei;-;1499
6;181;V-Partei³;-;224
6;182;Wahlberechtigte;199775;-
6;182;Wähler;144659;-
6;182;Ungültige;1787;1610
6;182;Gültige;142872;143049
6;182;CDU;43681;37235
6;182;SPD;38636;29686
6;182;GRÜNE;15596;19423
6;182;DIE LINKE;13858;17115
6;182;AfD;12879;13329
6;182;FDP;13161;20003
6;182;PIRATEN;967;694
6;182;NPD;-;314
6;182;FREIE WÄHLER;1309;725
6;182;Die PARTEI;2479;1752
6;182;BüSo;-;30
6;182;MLPD;210;137
6;182;BGE;-;326
6;182;DKP;-;53
6;182;DM;-;328
6;182;ÖDP;-;262
6;182;Tierschutzpartei;-;1386
6;182;V-Partei³;-;251
6;182;SGP;96;-
6;183;Wahlberechtigte;223942;-
6;183;Wähler;172391;-
6;183;Ungültige;1824;1616
6;183;Gültige;170567;170775
6;183;CDU;55223;45741
6;183;SPD;44240;33520
6;183;GRÜNE;23021;26401
6;183;DIE LINKE;15523;20054
6;183;AfD;13032;13737
6;183;FDP;13877;24336
6;183;PIRATEN;1228;765
6;183;NPD;-;265
6;183;FREIE WÄHLER;1026;736
6;183;Die PARTEI;3221;2065
6;183;BüSo;-;30
6;183;MLPD;176;113
6;183;BGE;-;435
6;183;DKP;-;91
6;183;DM;-;250
6;183;ÖDP;-;295
6;183;Tierschutzpartei;-;1577
6;183;V-Partei³;-;364
6;184;Wahlberechtigte;174727;-
6;184;Wähler;133312;-
6;184;Ungültige;2455;2132
6;184;Gültige;130857;131180
6;184;CDU;45963;39950
6;184;SPD;42342;33319
6;184;GRÜNE;8877;11862
6;184;DIE LINKE;8729;10755
6;184;AfD;14805;15943
6;184;FDP;7358;12645
6;184;PIRATEN;-;962
6;184;NPD;-;402
6;184;FREIE WÄHLER;2507;1387
6;184;Die PARTEI;-;1192
6;184;BüSo;-;42
6;184;MLPD;276;124
6;184;BGE;-;244
6;184;DKP;-;81
6;184;DM;-;386
6;184;ÖDP;-;201
6;184;Tierschutzpartei;-;1463
6;184;V-Partei³;-;222
6;185;Wahlberechtigte;220194;-
6;185;Wähler;163610;-
6;185;Ungültige;2624;2317
6;185;Gültige;160986;161293
6;185;CDU;58566;49303
6;185;SPD;40107;34519
6;185;GRÜNE;14246;16423
6;185;DIE LINKE;12435;14261
6;185;AfD;18048;19051
6;185;FDP;12420;20372
6;185;PIRATEN;1586;944
6;185;NPD;-;436
6;185;FREIE WÄHLER;3056;1353
6;185;Die PARTEI;-;1564
6;185;BüSo;-;38
6;185;MLPD;-;77
6;185;BGE;-;354
6;185;DKP;-;56
6;185;DM;-;320
6;185;ÖDP;-;284
6;185;Tierschutzpartei;-;1645
6;185;V-Partei³;-;293
6;185;DIE VIOLETTEN;522;-
6;186;Wahlberechtigte;242622;-
6;186;Wähler;192674;-
6;186;Ungültige;2740;2142
6;186;Gültige;189934;190532
6;186;CDU;58276;52278
6;186;SPD;56483;42675
6;186;GRÜNE;26949;27312
6;186;DIE LINKE;16149;19540
6;186;AfD;17264;18685
6;186;FDP;11750;20901
6;186;PIRATEN;-;1350
6;186;NPD;-;465
6;186;FREIE WÄHLER;2571;1184
6;186;Die PARTEI;-;2270
6;186;BüSo;-;39
6;186;MLPD;492;184
6;186;BGE;-;485
6;186;DKP;-;63
6;186;DM;-;410
6;186;ÖDP;-;537
6;186;Tierschutzpartei;-;1819
6;186;V-Partei³;-;335
6;187;Wahlberechtigte;234421;-
6;187;Wähler;184979;-
6;187;Ungültige;3142;2745
6;187;Gültige;181837;182234
6;187;CDU;65653;59634
6;187;SPD;52764;42521
6;187;GRÜNE;14183;16085
6;187;DIE LINKE;11138;13434
6;187;AfD;21348;22259
6;187;FDP;13139;19949
6;187;PIRATEN;-;832
6;187;NPD;-;624
6;187;FREIE WÄHLER;2651;1512
6;187;Die PARTEI;-;1586
6;187;BüSo;-;31
6;187;MLPD;-;116
6;187;BGE;-;293
6;187;DKP;-;135
6;187;DM;-;409
6;187;ÖDP;-;379
6;187;Tierschutzpartei;-;2091
6;187;V-Partei³;-;344
6;187;EB: Frenzel;961;-
6;188;Wahlberechtigte;198679;-
6;188;Wähler;156079;-
6;188;Ungültige;2343;1999
6;188;Gültige;153736;154080
6;188;CDU;59779;51088
6;188;SPD;41408;34433
6;188;GRÜNE;11747;13587
6;188;DIE LINKE;8512;10186
6;188;AfD;19152;19931
6;188;FDP;11712;18195
6;188;PIRATEN;-;685
6;188;NPD;-;549
6;188;FREIE WÄHLER;-;1217
6;188;Die PARTEI;-;1251
6;188;BüSo;-;67
6;188;MLPD;-;60
6;188;BGE;-;236
6;188;DKP;-;31
6;188;DM;-;298
6;188;ÖDP;-;254
6;188;Tierschutzpartei;-;1793
6;188;V-Partei³;-;219
6;188;EB: Bucher;902;-
6;188;EB: Polivka;524;-
7;197;Wahlberechtigte;239317;-
7;197;Wähler;181633;-
7;197;Ungültige;3407;2551
7;197;Gültige;178226;179082
7;197;CDU;76951;68388
7;197;SPD;50999;45438
7;197;GRÜNE;9449;10738
7;197;FDP;10900;18072
7;197;DIE LINKE;9520;11338
7;197;AfD;16954;19273
7;197;PIRATEN;-;726
7;197;FREIE WÄHLER;3285;1981
7;197;NPD;-;480
7;197;ÖDP;-;374
7;197;MLPD;168;86
7;197;BGE;-;297
7;197;Die PARTEI;-;1495
7;197;V-Partei³;-;396
7;198;Wahlberechtigte;195622;-
7;198;Wähler;151580;-
7;198;Ungültige;1987;1592
7;198;Gültige;149593;149988
7;198;CDU;64007;60937
7;198;SPD;40943;34113
7;198;GRÜNE;8614;10059
7;198;FDP;12980;17396
7;198;DIE LINKE;6790;8520
7;198;AfD;13107;14436
7;198;PIRATEN;1268;625
7;198;FREIE WÄHLER;-;1133
7;198;NPD;-;414
7;198;ÖDP;-;369
7;198;MLPD;-;38
7;198;BGE;-;267
7;198;Die PARTEI;-;1291
7;198;V-Partei³;-;390
7;198;EB: Verdonk;1884;-
7;199;Wahlberechtigte;197045;-
7;199;Wähler;151141;-
7;199;Ungültige;2132;1519
7;199;Gültige;149009;149622
7;199;CDU;61595;56616
7;199;SPD;42780;35682
7;199;GRÜNE;9272;11856
7;199;FDP;9729;16152
7;199;DIE LINKE;7691;10331
7;199;AfD;12154;13697
7;199;PIRATEN;1060;743
7;199;FREIE WÄHLER;2623;1627
7;199;NPD;-;252
7;199;ÖDP;-;302
7;199;MLPD;-;38
7;199;BGE;-;242
7;199;Die PARTEI;1722;1714
7;199;V-Partei³;-;370
7;199;EB: Babnik;383;-
7;200;Wahlberechtigte;172776;-
7;200;Wähler;135513;-
7;200;Ungültige;2682;1810
7;200;Gültige;132831;133703
7;200;CDU;58594;55604
7;200;SPD;33476;30800
7;200;GRÜNE;6465;7487
7;200;FDP;11550;14924
7;200;DIE LINKE;7014;8117
7;200;AfD;10860;12022
7;200;PIRATEN;-;467
7;200;FREIE WÄHLER;3742;1705
7;200;NPD;-;306
7;200;ÖDP;1130;491
7;200;MLPD;-;33
7;200;BGE;-;223
7;200;Die PARTEI;-;1176
7;200;V-Partei³;-;348
7;201;Wahlberechtigte;185172;-
7;201;Wähler;139890;-
7;201;Ungültige;2107;1692
7;201;Gültige;137783;138198
7;201;CDU;50964;47177
7;201;SPD;43373;37911
7;201;GRÜNE;6750;8626
7;201;FDP;9341;13651
7;201;DIE LINKE;7610;9496
7;201;AfD;14914;16195
7;201;PIRATEN;-;487
7;201;FREIE WÄHLER;3630;1914
7;201;NPD;-;363
7;201;ÖDP;1201;491
7;201;MLPD;-;33
7;201;BGE;-;221
7;201;Die PARTEI;-;1315
7;201;V-Partei³;-;318
7;202;Wahlberechtigte;164685;-
7;202;Wähler;126881;-
7;202;Ungültige;2499;1831
7;202;Gültige;124382;125050
7;202;CDU;63719;55591
7;202;SPD;32017;27255
7;202;GRÜNE;-;7710
7;202;FDP;8703;12888
7;202;DIE LINKE;6787;7433
7;202;AfD;8844;10058
7;202;PIRATEN;-;378
7;202;FREIE WÄHLER;2922;1627
7;202;NPD;-;243
7;202;ÖDP;1390;469
7;202;MLPD;-;36
7;202;BGE;-;185
7;202;Die PARTEI;-;935
7;202;V-Partei³;-;242
7;203;Wahlberechtigte;192846;-
7;203;Wähler;151567;-
7;203;Ungültige;2229;1686
7;203;Gültige;149338;149881
7;203;CDU;56610;55882
7;203;SPD;50284;36950
7;203;GRÜNE;9645;13512
7;203;FDP;7910;13841
7;203;DIE LINKE;9842;12934
7;203;AfD;10414;11926
7;203;PIRATEN;-;605
7;203;FREIE WÄHLER;1617;1418
7;203;NPD;213;242
7;203;ÖDP;-;338
7;203;MLPD;-;37
7;203;BGE;-;245
7;203;Die PARTEI;1869;1590
7;203;V-Partei³;-;361
7;203;EB: Niesen;934;-
7;204;Wahlberechtigte;210117;-
7;204;Wähler;163564;-
7;204;Ungültige;4867;1805
7;204;Gültige;158697;161759
7;204;CDU;68741;60594
7;204;SPD;47311;39908
7;204;GRÜNE;8225;10058
7;204;FDP;14542;17704
7;204;DIE LINKE;11086;9576
7;204;AfD;-;17822
7;204;PIRATEN;-;688
7;204;FREIE WÄHLER;8792;2439
7;204;NPD;-;435
7;204;ÖDP;-;273
7;204;MLPD;-;34
7;204;BGE;-;311
7;204;Die PARTEI;-;1493
7;204;V-Partei³;-;424
7;205;Wahlberechtigte;248996;-
7;205;Wähler;202546;-
7;205;Ungültige;2222;1667
7;205;Gültige;200324;200879
7;205;CDU;71477;65713
7;205;SPD;56141;44203
7;205;GRÜNE;21692;26415
7;205;FDP;13894;22608
7;205;DIE LINKE;12926;17148
7;205;AfD;14554;16535
7;205;PIRATEN;1501;1195
7;205;FREIE WÄHLER;2110;1506
7;205;NPD;-;260
7;205;ÖDP;2355;1755
7;205;MLPD;-;62
7;205;BGE;-;481
7;205;Die PARTEI;2958;2486
7;205;V-Partei³;-;512
7;205;EB: Heck;482;-
7;205;Neue Liberale;234;-
7;206;Wahlberechtigte;213650;-
7;206;Wähler;169783;-
7;206;Ungültige;2611;2120
7;206;Gültige;167172;167663
7;206;CDU;68684;54720
7;206;SPD;44568;42472
7;206;GRÜNE;11280;13449
7;206;FDP;10056;17542
7;206;DIE LINKE;8538;10811
7;206;AfD;18901;21978
7;206;PIRATEN;-;783
7;206;FREIE WÄHLER;2687;2044
7;206;NPD;512;645
7;206;ÖDP;1030;706
7;206;MLPD;-;62
7;206;BGE;-;371
7;206;Die PARTEI;-;1610
7;206;V-Partei³;-;470
7;206;EB: Elkins;806;-
7;206;DIE EINHEIT;110;-
7;207;Wahlberechtigte;215749;-
7;207;Wähler;161916;-
7;207;Ungültige;2683;2417
7;207;Gültige;159233;159499
7;207;CDU;51202;49264
7;207;SPD;50758;39844
7;207;GRÜNE;8696;11613
7;207;FDP;11906;16320
7;207;DIE LINKE;8982;10601
7;207;AfD;23110;24644
7;207;PIRATEN;-;974
7;207;FREIE WÄHLER;4165;2427
7;207;NPD;-;667
7;207;ÖDP;-;322
7;207;MLPD;414;190
7;207;BGE;-;382
7;207;Die PARTEI;-;1793
7;207;V-Partei³;-;458
7;208;Wahlberechtigte;220597;-
7;208;Wähler;176424;-
7;208;Ungültige;2696;2079
7;208;Gültige;173728;174345
7;208;CDU;69497;61373
7;208;SPD;44029;37913
7;208;GRÜNE;13158;15397
7;208;FDP;11738;19265
7;208;DIE LINKE;8210;10536
7;208;AfD;20608;22080
7;208;PIRATEN;-;781
7;208;FREIE WÄHLER;5921;3674
7;208;NPD;-;559
7;208;ÖDP;-;361
7;208;MLPD;-;68
7;208;BGE;-;329
7;208;Die PARTEI;-;1531
7;208;V-Partei³;-;478
7;208;DIE EINHEIT;263;-
7;208;Neue Liberale;304;-
7;209;Wahlberechtigte;229169;-
7;209;Wähler;172283;-
7;209;Ungültige;2913;2528
7;209;Gültige;169370;169755
7;209;CDU;53020;49412
7;209;SPD;57478;47986
7;209;GRÜNE;8610;11351
7;209;FDP;9257;15509
7;209;DIE LINKE;12277;13547
7;209;AfD;21383;23207
7;209;PIRATEN;-;948
7;209;FREIE WÄHLER;4818;3555
7;209;NPD;-;811
7;209;ÖDP;-;345
7;209;MLPD;-;32
7;209;BGE;-;355
7;209;Die PARTEI;2527;2167
7;209;V-Partei³;-;530
7;210;Wahlberechtigte;177697;-
7;210;Wähler;135081;-
7;210;Ungültige;2849;2367
7;210;Gültige;132232;132714
7;210;CDU;48707;47466
7;210;SPD;38006;32815
7;210;GRÜNE;5540;6160
7;210;FDP;8862;11786
7;210;DIE LINKE;8037;9495
7;210;AfD;16992;18648
7;210;PIRATEN;-;633
7;210;FREIE WÄHLER;3430;2383
7;210;NPD;770;834
7;210;ÖDP;-;262
7;210;MLPD;-;45
7;210;BGE;-;222
7;210;Die PARTEI;1888;1560
7;210;V-Partei³;-;405
7;211;Wahlberechtigte;217624;-
7;211;Wähler;172369;-
7;211;Ungültige;2370;1968
7;211;Gültige;169999;170401
7;211;CDU;68583;59309
7;211;SPD;44223;37292
7;211;GRÜNE;13500;14788
7;211;FDP;10200;17559
7;211;DIE LINKE;8016;10974
7;211;AfD;20929;23190
7;211;PIRATEN;-;801
7;211;FREIE WÄHLER;4548;2814
7;211;NPD;-;536
7;211;ÖDP;-;461
7;211;MLPD;-;65
7;211;BGE;-;391
7;211;Die PARTEI;-;1701
7;211;V-Partei³;-;520
8;258;Wahlberechtigte;194368;-
8;258;Wähler;160832;-
8;258;Ungültige;1158;858
8;258;Gültige;159674;159974
8;258;CDU;51116;46243
8;258;SPD;20511;23350
8;258;GRÜNE;47430;31283
8;258;FDP;13399;26203
8;258;AfD;10646;11455
8;258;DIE LINKE;10409;14830
8;258;PIRATEN;1438;1006
8;258;NPD;-;114
8;258;Tierschutzpartei;1572;1063
8;258;FREIE WÄHLER;-;480
8;258;ÖDP;721;498
8;258;MLPD;215;144
8;258;Tierschutzallianz;-;203
8;258;BGE;-;404
8;258;DiB;-;432
8;258;DKP;-;53
8;258;DM;-;250
8;258;DIE RECHTE;-;14
8;258;MENSCHLICHE WELT;-;136
8;258;Die PARTEI;1759;1591
8;258;V-Partei³;-;222
8;258;BüSo;86;-
8;258;EB: Schuldis;327;-
8;258;EB: Ressdorf;45;-
8;259;Wahlberechtigte;182501;-
8;259;Wähler;138974;-
8;259;Ungültige;1358;1171
8;259;Gültige;137616;137803
8;259;CDU;46066;40071
8;259;SPD;25438;23424
8;259;GRÜNE;21789;21037
8;259;FDP;11924;19155
8;259;AfD;14329;14894
8;259;DIE LINKE;12307;12538
8;259;PIRATEN;1348;986
8;259;NPD;-;180
8;259;Tierschutzpartei;1797;1280
8;259;FREIE WÄHLER;-;559
8;259;ÖDP;614;439
8;259;MLPD;347;247
8;259;Tierschutzallianz;-;254
8;259;BGE;-;400
8;259;DiB;-;283
8;259;DKP;-;42
8;259;DM;-;306
8;259;DIE RECHTE;-;27
8;259;MENSCHLICHE WELT;-;148
8;259;Die PARTEI;1545;1384
8;259;V-Partei³;-;149
8;259;BüSo;112;-
8;260;Wahlberechtigte;245680;-
8;260;Wähler;196593;-
8;260;Ungültige;2314;1697
8;260;Gültige;194279;194896
8;260;CDU;75318;69009
8;260;SPD;38057;30276
8;260;GRÜNE;23206;24768
8;260;FDP;24866;29511
8;260;AfD;21825;22854
8;260;DIE LINKE;9731;10433
8;260;PIRATEN;-;1026
8;260;NPD;-;486
8;260;Tierschutzpartei;-;1361
8;260;FREIE WÄHLER;-;1428
8;260;ÖDP;-;469
8;260;MLPD;346;155
8;260;Tierschutzallianz;-;371
8;260;BGE;-;244
8;260;DiB;-;335
8;260;DKP;-;26
8;260;DM;-;383
8;260;DIE RECHTE;-;57
8;260;MENSCHLICHE WELT;-;219
8;260;Die PARTEI;-;1253
8;260;V-Partei³;-;232
8;260;EB: Miller;930;-
8;261;Wahlberechtigte;168715;-
8;261;Wähler;135479;-
8;261;Ungültige;1367;1099
8;261;Gültige;134112;134380
8;261;CDU;53661;44747
8;261;SPD;25696;22579
8;261;GRÜNE;20501;19565
8;261;FDP;11657;18512
8;261;AfD;14390;14692
8;261;DIE LINKE;7852;8361
8;261;PIRATEN;-;707
8;261;NPD;-;290
8;261;Tierschutzpartei;-;1243
8;261;FREIE WÄHLER;-;992
8;261;ÖDP;-;314
8;261;MLPD;355;171
8;261;Tierschutzallianz;-;266
8;261;BGE;-;221
8;261;DiB;-;202
8;261;DKP;-;8
8;261;DM;-;187
8;261;DIE RECHTE;-;27
8;261;MENSCHLICHE WELT;-;140
8;261;Die PARTEI;-;978
8;261;V-Partei³;-;178
8;262;Wahlberechtigte;206806;-
8;262;Wähler;168091;-
8;262;Ungültige;1805;1482
8;262;Gültige;166286;166609
8;262;CDU;65566;56106
8;262;SPD;31656;25191
8;262;GRÜNE;24540;23673
8;262;FDP;16389;24922
8;262;AfD;19833;20544
8;262;DIE LINKE;7978;9132
8;262;PIRATEN;-;811
8;262;NPD;-;373
8;262;Tierschutzpartei;-;1543
8;262;FREIE WÄHLER;-;1189
8;262;ÖDP;-;411
8;262;MLPD;324;128
8;262;Tierschutzallianz;-;310
8;262;BGE;-;226
8;262;DiB;-;293
8;262;DKP;-;15
8;262;DM;-;258
8;262;DIE RECHTE;-;69
8;262;MENSCHLICHE WELT;-;148
8;262;Die PARTEI;-;1107
8;262;V-Partei³;-;160
8;263;Wahlberechtigte;178409;-
8;263;Wähler;137587;-
8;263;Ungültige;2130;1649
8;263;Gültige;135457;135938
8;263;CDU;50891;45285
8;263;SPD;29728;23922
8;263;GRÜNE;16421;16749
8;263;FDP;12491;17187
8;263;AfD;19585;19956
8;263;DIE LINKE;5994;6881
8;263;PIRATEN;-;806
8;263;NPD;-;372
8;263;Tierschutzpartei;-;1243
8;263;FREIE WÄHLER;-;907
8;263;ÖDP;-;342
8;263;MLPD;347;136
8;263;Tierschutzallianz;-;299
8;263;BGE;-;187
8;263;DiB;-;153
8;263;DKP;-;26
8;263;DM;-;220
8;263;DIE RECHTE;-;43
8;263;MENSCHLICHE WELT;-;158
8;263;Die PARTEI;-;893
8;263;V-Partei³;-;173
8;264;Wahlberechtigte;223264;-
8;264;Wähler;178352;-
8;264;Ungültige;1945;1460
8;264;Gültige;176407;176892
8;264;CDU;64958;58371
8;264;SPD;33898;28146
8;264;GRÜNE;21542;21539
8;264;FDP;23568;28617
8;264;AfD;21863;22870
8;264;DIE LINKE;8626;9881
8;264;PIRATEN;-;1092
8;264;NPD;-;405
8;264;Tierschutzpartei;-;1552
8;264;FREIE WÄHLER;-;1036
8;264;ÖDP;1661;700
8;264;MLPD;291;142
8;264;Tierschutzallianz;-;435
8;264;BGE;-;220
8;264;DiB;-;239
8;264;DKP;-;23
8;264;DM;-;284
8;264;DIE RECHTE;-;25
8;264;MENSCHLICHE WELT;-;167
8;264;Die PARTEI;-;964
8;264;V-Partei³;-;184
8;265;Wahlberechtigte;218071;-
8;265;Wähler;175313;-
8;265;Ungültige;1776;1328
8;265;Gültige;173537;173985
8;265;CDU;66430;57999
8;265;SPD;30971;28546
8;265;GRÜNE;24702;24000
8;265;FDP;17691;25538
8;265;AfD;20158;19780
8;265;DIE LINKE;9487;10451
8;265;PIRATEN;-;882
8;265;NPD;-;333
8;265;Tierschutzpartei;-;1274
8;265;FREIE WÄHLER;3645;1501
8;265;ÖDP;-;529
8;265;MLPD;453;222
8;265;Tierschutzallianz;-;409
8;265;BGE;-;275
8;265;DiB;-;256
8;265;DKP;-;27
8;265;DM;-;262
8;265;DIE RECHTE;-;43
8;265;MENSCHLICHE WELT;-;190
8;265;Die PARTEI;-;1217
8;265;V-Partei³;-;251
8;266;Wahlberechtigte;229280;-
8;266;Wähler;185747;-
8;266;Ungültige;1979;1527
8;266;Gültige;183768;184220
8;266;CDU;73445;60708
8;266;SPD;36201;30344
8;266;GRÜNE;23024;24219
8;266;FDP;16141;27061
8;266;AfD;23126;24124
8;266;DIE LINKE;8433;9696
8;266;PIRATEN;-;769
8;266;NPD;-;574
8;266;Tierschutzpartei;-;1434
8;266;FREIE WÄHLER;3112;1805
8;266;ÖDP;-;553
8;266;MLPD;286;125
8;266;Tierschutzallianz;-;424
8;266;BGE;-;219
8;266;DiB;-;216
8;266;DKP;-;12
8;266;DM;-;260
8;266;DIE RECHTE;-;66
8;266;MENSCHLICHE WELT;-;215
8;266;Die PARTEI;-;1187
8;266;V-Partei³;-;209
8;267;Wahlberechtigte;242555;-
8;267;Wähler;185702;-
8;267;Ungültige;2597;2420
8;267;Gültige;183105;183282
8;267;CDU;64588;58754
8;267;SPD;42454;32494
8;267;GRÜNE;14920;19015
8;267;FDP;17566;23879
8;267;AfD;28574;30088
8;267;DIE LINKE;8448;10520
8;267;PIRATEN;-;729
8;267;NPD;-;835
8;267;Tierschutzpartei;-;1229
8;267;FREIE WÄHLER;1894;1281
8;267;ÖDP;1212;758
8;267;MLPD;302;181
8;267;Tierschutzallianz;-;442
8;267;BGE;-;200
8;267;DiB;-;222
8;267;DKP;-;24
8;267;DM;-;470
8;267;DIE RECHTE;248;141
8;267;MENSCHLICHE WELT;-;266
8;267;Die PARTEI;2167;1527
8;267;V-Partei³;-;227
8;267;EB: Martin;327;-
8;267;EB: Marquardt;405;-
8;268;Wahlberechtigte;225601;-
8;268;Wähler;171424;-
8;268;Ungültige;1901;1965
8;268;Gültige;169523;169459
8;268;CDU;68589;58085
8;268;SPD;31381;27441
8;268;GRÜNE;21392;20433
8;268;FDP;14206;21590
8;268;AfD;22862;24801
8;268;DIE LINKE;7292;9566
8;268;PIRATEN;1609;871
8;268;NPD;-;783
8;268;Tierschutzpartei;-;1073
8;268;FREIE WÄHLER;-;896
8;268;ÖDP;1927;1093
8;268;MLPD;265;121
8;268;Tierschutzallianz;-;380
8;268;BGE;-;195
8;268;DiB;-;190
8;268;DKP;-;36
8;268;DM;-;361
8;268;DIE RECHTE;-;53
8;268;MENSCHLICHE WELT;-;221
8;268;Die PARTEI;-;980
8;268;V-Partei³;-;290
8;269;Wahlberechtigte;176967;-
8;269;Wähler;136725;-
8;269;Ungültige;1934;1421
8;269;Gültige;134791;135304
8;269;CDU;55592;47586
8;269;SPD;26969;22296
8;269;GRÜNE;15216;15481
8;269;FDP;10882;16719
8;269;AfD;17786;19437
8;269;DIE LINKE;7579;7999
8;269;PIRATEN;-;704
8;269;NPD;488;461
8;269;Tierschutzpartei;-;1188
8;269;FREIE WÄHLER;-;699
8;269;ÖDP;-;465
8;269;MLPD;279;97
8;269;Tierschutzallianz;-;248
8;269;BGE;-;210
8;269;DiB;-;205
8;269;DKP;-;22
8;269;DM;-;266
8;269;DIE RECHTE;-;43
8;269;MENSCHLICHE WELT;-;159
8;269;Die PARTEI;-;858
8;269;V-Partei³;-;161
8;270;Wahlberechtigte;221916;-
8;270;Wähler;170201;-
8;270;Ungültige;2618;1991
8;270;Gültige;167583;168210
8;270;CDU;77750;64216
8;270;SPD;35172;31348
8;270;GRÜNE;16116;18420
8;270;FDP;10218;17707
8;270;AfD;18445;20614
8;270;DIE LINKE;8678;9233
8;270;PIRATEN;-;606
8;270;NPD;816;653
8;270;Tierschutzpartei;-;1217
8;270;FREIE WÄHLER;-;1061
8;270;ÖDP;-;550
8;270;MLPD;388;126
8;270;Tierschutzallianz;-;321
8;270;BGE;-;221
